"Date","Price","Open","High","Low","Vol.","Change %"
"04/17/1990","2,765.77","2,763.06","2,769.14","2,741.44","14.62M","0.10%"
"04/16/1990","2,763.06","2,751.80","2,782.88","2,751.80","19.55M","0.41%"
"04/12/1990","2,751.80","2,729.50","2,756.76","2,728.83","13.00M","0.81%"
"04/11/1990","2,729.73","2,730.86","2,740.99","2,723.65","15.76M","-0.05%"
"04/10/1990","2,731.08","2,722.07","2,733.78","2,715.99","13.13M","0.33%"
"04/09/1990","2,722.07","2,716.89","2,729.28","2,714.64","10.49M","0.18%"
"04/06/1990","2,717.12","2,721.17","2,729.50","2,701.80","12.19M","-0.15%"
"04/05/1990","2,721.17","2,719.37","2,738.29","2,718.69","13.64M","0.07%"
"04/04/1990","2,719.37","2,736.26","2,746.85","2,714.86","21.25M","-0.63%"
"04/03/1990","2,736.71","2,700.45","2,741.44","2,700.45","18.04M","1.34%"
"04/02/1990","2,700.45","2,706.76","2,706.76","2,679.50","16.05M","-0.25%"
"03/30/1990","2,707.21","2,727.03","2,729.05","2,701.35","15.40M","-0.75%"
"03/29/1990","2,727.70","2,743.47","2,743.69","2,721.85","15.08M","-0.58%"
"03/28/1990","2,743.69","2,736.71","2,745.72","2,727.03","16.71M","0.25%"
"03/27/1990","2,736.94","2,707.66","2,736.94","2,697.30","14.32M","1.08%"
"03/26/1990","2,707.66","2,704.28","2,727.03","2,704.28","12.84M","0.12%"
"03/23/1990","2,704.28","2,694.82","2,712.61","2,694.82","19.01M","0.32%"
"03/22/1990","2,695.72","2,727.70","2,731.31","2,678.60","21.71M","-1.18%"
"03/21/1990","2,727.93","2,738.74","2,751.35","2,724.77","14.80M","-0.39%"
"03/20/1990","2,738.74","2,755.63","2,768.24","2,733.78","22.40M","-0.61%"
"03/19/1990","2,755.63","2,736.49","2,757.21","2,713.06","17.44M","0.53%"
"03/16/1990","2,741.22","2,695.27","2,741.22","2,695.27","36.31M","1.69%"
"03/15/1990","2,695.72","2,687.84","2,708.56","2,687.84","16.67M","0.29%"
"03/14/1990","2,687.84","2,674.77","2,694.59","2,672.30","16.84M","0.50%"
"03/13/1990","2,674.55","2,686.71","2,694.14","2,667.12","20.12M","-0.45%"
"03/12/1990","2,686.71","2,683.33","2,690.77","2,669.14","16.96M","0.13%"
"03/09/1990","2,683.33","2,695.95","2,698.65","2,672.52","21.70M","-0.48%"
"03/08/1990","2,696.17","2,669.37","2,699.55","2,668.47","21.85M","1.00%"
"03/07/1990","2,669.59","2,676.58","2,685.59","2,665.54","22.54M","-0.27%"
"03/06/1990","2,676.80","2,649.55","2,677.48","2,644.14","22.33M","1.03%"
"03/05/1990","2,649.55","2,660.14","2,666.44","2,644.14","19.79M","-0.41%"
"03/02/1990","2,660.36","2,636.71","2,660.36","2,636.49","20.10M","0.94%"
"03/01/1990","2,635.59","2,627.70","2,648.65","2,618.47","23.22M","0.32%"
"02/28/1990","2,627.25","2,617.12","2,645.27","2,614.64","22.99M","0.39%"
"02/27/1990","2,617.12","2,602.48","2,630.18","2,601.35","21.70M","0.56%"
"02/26/1990","2,602.48","2,564.64","2,602.48","2,564.41","17.80M","1.49%"
"02/23/1990","2,564.19","2,574.77","2,581.31","2,548.42","19.60M","-0.41%"
"02/22/1990","2,574.77","2,583.56","2,618.02","2,574.55","21.20M","-0.34%"
"02/21/1990","2,583.56","2,596.85","2,596.85","2,565.32","20.68M","-0.51%"
"02/20/1990","2,596.85","2,636.04","2,636.04","2,585.81","17.46M","-1.47%"
"02/16/1990","2,635.59","2,649.55","2,658.11","2,633.33","23.13M","-0.53%"
"02/15/1990","2,649.55","2,624.32","2,650.90","2,622.07","18.18M","0.96%"
"02/14/1990","2,624.32","2,624.10","2,639.64","2,615.54","14.73M","0.01%"
"02/13/1990","2,624.10","2,619.14","2,631.98","2,600.00","18.92M","0.19%"
"02/12/1990","2,619.14","2,648.42","2,648.42","2,619.14","12.42M","-1.10%"
"02/09/1990","2,648.20","2,644.59","2,658.33","2,635.59","15.59M","0.14%"
"02/08/1990","2,644.37","2,640.09","2,664.86","2,631.98","20.62M","0.16%"
"02/07/1990","2,640.09","2,606.31","2,642.12","2,585.81","20.75M","1.30%"
"02/06/1990","2,606.31","2,622.52","2,622.97","2,594.37","16.21M","-0.62%"
"02/05/1990","2,622.52","2,602.70","2,625.68","2,598.65","13.65M","0.76%"
"02/02/1990","2,602.70","2,586.26","2,616.44","2,581.98","18.70M","0.64%"
"02/01/1990","2,586.26","2,590.32","2,598.65","2,580.18","19.80M","-0.17%"
"01/31/1990","2,590.54","2,543.47","2,590.54","2,542.79","22.51M","1.86%"
"01/30/1990","2,543.24","2,553.38","2,562.61","2,519.14","24.91M","-0.40%"
"01/29/1990","2,553.38","2,558.78","2,572.07","2,529.05","16.54M","-0.23%"
"01/26/1990","2,559.23","2,561.04","2,583.56","2,522.52","25.73M","-0.07%"
"01/25/1990","2,561.04","2,604.50","2,616.44","2,550.68","22.16M","-1.67%"
"01/24/1990","2,604.50","2,615.32","2,615.54","2,553.38","28.07M","-0.41%"
"01/23/1990","2,615.32","2,600.45","2,625.68","2,588.51","22.52M","0.57%"
"01/22/1990","2,600.45","2,678.75","2,681.08","2,600.23","20.06M","-2.89%"
"01/19/1990","2,677.90","2,665.32","2,686.01","2,665.32","23.36M","0.43%"
"01/18/1990","2,666.38","2,659.13","2,670.22","2,633.75","22.75M","0.27%"
"01/17/1990","2,659.13","2,692.62","2,704.35","2,648.68","21.31M","-1.24%"
"01/16/1990","2,692.62","2,669.37","2,692.62","2,641.21","25.00M","0.87%"
"01/15/1990","2,669.37","2,689.21","2,691.55","2,666.60","18.63M","-0.74%"
"01/12/1990","2,689.21","2,760.88","2,760.88","2,682.81","24.18M","-2.59%"
"01/11/1990","2,760.67","2,750.64","2,774.74","2,750.64","15.79M","0.36%"
"01/10/1990","2,750.64","2,766.21","2,768.13","2,729.31","19.95M","-0.56%"
"01/09/1990","2,766.00","2,794.58","2,802.90","2,766.00","15.80M","-1.02%"
"01/08/1990","2,794.37","2,773.25","2,798.42","2,762.16","16.61M","0.76%"
"01/05/1990","2,773.25","2,796.07","2,802.05","2,769.62","20.29M","-0.82%"
"01/04/1990","2,796.08","2,809.73","2,815.49","2,772.61","24.37M","-0.49%"
"01/03/1990","2,809.73","2,808.23","2,822.95","2,799.06","23.62M","-0.01%"
"01/02/1990","2,810.15","2,753.41","2,810.15","2,740.40","20.68M","2.07%"
"12/29/1989","2,753.20","2,732.30","2,753.41","2,732.30","14.58M","0.76%"
"12/28/1989","2,732.30","2,724.19","2,732.30","2,718.43","12.20M","0.29%"
"12/27/1989","2,724.40","2,709.26","2,731.23","2,708.62","12.50M","0.56%"
"12/26/1989","2,709.26","2,711.39","2,719.92","2,703.71","7.51M","-0.08%"
"12/22/1989","2,711.39","2,691.13","2,711.82","2,691.13","11.32M","0.75%"
"12/21/1989","2,691.13","2,687.93","2,702.43","2,686.22","22.75M","0.12%"
"12/20/1989","2,687.93","2,695.61","2,704.14","2,681.10","20.06M","-0.28%"
"12/19/1989","2,695.61","2,697.95","2,709.68","2,666.38","21.67M","-0.07%"
"12/18/1989","2,697.53","2,739.55","2,755.55","2,679.82","19.95M","-1.53%"
"12/15/1989","2,739.55","2,753.63","2,756.61","2,709.90","38.29M","-0.51%"
"12/14/1989","2,753.63","2,761.09","2,761.09","2,742.11","17.89M","-0.27%"
"12/13/1989","2,761.09","2,752.77","2,772.40","2,751.49","19.87M","0.33%"
"12/12/1989","2,752.13","2,728.24","2,756.61","2,728.24","21.39M","0.88%"
"12/11/1989","2,728.24","2,731.44","2,731.44","2,713.74","14.47M","-0.12%"
"12/08/1989","2,731.44","2,720.78","2,739.55","2,720.78","13.50M","0.39%"
"12/07/1989","2,720.78","2,736.77","2,747.65","2,707.55","16.48M","-0.58%"
"12/06/1989","2,736.77","2,741.68","2,745.31","2,731.23","15.39M","-0.18%"
"12/05/1989","2,741.68","2,753.63","2,764.72","2,740.61","19.19M","-0.43%"
"12/04/1989","2,753.63","2,747.65","2,758.96","2,744.67","19.66M","0.22%"
"12/01/1989","2,747.65","2,706.27","2,758.53","2,706.27","32.64M","1.53%"
"11/30/1989","2,706.27","2,688.99","2,711.18","2,688.99","17.73M","0.65%"
"11/29/1989","2,688.78","2,702.22","2,704.56","2,686.65","16.42M","-0.49%"
"11/28/1989","2,702.01","2,694.97","2,704.14","2,684.30","21.40M","0.26%"
"11/27/1989","2,694.97","2,675.55","2,697.53","2,674.91","20.41M","0.73%"
"11/24/1989","2,675.55","2,656.78","2,679.18","2,656.14","9.89M","0.71%"
"11/22/1989","2,656.78","2,639.29","2,658.06","2,639.29","13.61M","0.66%"
"11/21/1989","2,639.29","2,632.04","2,642.06","2,620.73","15.65M","0.28%"
"11/20/1989","2,632.04","2,650.70","2,652.73","2,621.37","15.43M","-0.78%"
"11/17/1989","2,652.66","2,635.66","2,656.15","2,628.89","22.33M","0.64%"
"11/16/1989","2,635.66","2,632.58","2,637.91","2,621.52","15.23M","0.12%"
"11/15/1989","2,632.58","2,610.25","2,634.63","2,603.07","18.59M","0.86%"
"11/14/1989","2,610.25","2,626.23","2,631.76","2,602.46","16.53M","-0.62%"
"11/13/1989","2,626.43","2,625.61","2,636.68","2,616.19","15.88M","0.03%"
"11/10/1989","2,625.61","2,603.69","2,625.61","2,603.48","16.98M","0.84%"
"11/09/1989","2,603.69","2,623.36","2,626.02","2,601.43","14.18M","-0.75%"
"11/08/1989","2,623.36","2,597.13","2,634.63","2,597.13","18.42M","1.01%"
"11/07/1989","2,597.13","2,581.76","2,601.23","2,569.67","18.86M","0.58%"
"11/06/1989","2,582.17","2,629.51","2,629.51","2,581.56","17.54M","-1.80%"
"11/03/1989","2,629.51","2,631.35","2,643.24","2,621.93","14.94M","-0.08%"
"11/02/1989","2,631.56","2,645.90","2,645.90","2,612.29","18.46M","-0.54%"
"11/01/1989","2,645.90","2,645.08","2,653.89","2,634.43","21.67M","0.03%"
"10/31/1989","2,645.08","2,603.69","2,651.02","2,603.69","22.38M","1.60%"
"10/30/1989","2,603.48","2,597.54","2,619.26","2,597.54","15.13M","0.26%"
"10/27/1989","2,596.72","2,613.73","2,614.96","2,581.15","22.44M","-0.65%"
"10/26/1989","2,613.73","2,652.87","2,653.07","2,606.15","23.20M","-1.49%"
"10/25/1989","2,653.28","2,659.22","2,674.39","2,647.34","18.72M","-0.22%"
"10/24/1989","2,659.22","2,662.91","2,665.57","2,577.25","33.63M","-0.14%"
"10/23/1989","2,662.91","2,686.89","2,696.93","2,658.81","18.13M","-0.98%"
"10/20/1989","2,689.14","2,683.61","2,691.19","2,664.75","26.02M","0.22%"
"10/19/1989","2,683.20","2,643.44","2,703.28","2,643.44","22.88M","1.50%"
"10/18/1989","2,643.65","2,638.73","2,654.10","2,620.70","20.47M","0.19%"
"10/17/1989","2,638.73","2,656.56","2,656.56","2,594.26","33.61M","-0.70%"
"10/16/1989","2,657.38","2,568.44","2,657.38","2,504.92","69.20M","3.43%"
"10/13/1989","2,569.26","2,759.84","2,764.55","2,559.02","37.62M","-6.91%"
"10/12/1989","2,759.84","2,773.36","2,774.39","2,756.56","18.15M","-0.49%"
"10/11/1989","2,773.36","2,783.20","2,783.20","2,758.40","20.12M","-0.43%"
"10/10/1989","2,785.33","2,791.41","2,795.21","2,775.27","14.84M","-0.22%"
"10/09/1989","2,791.41","2,785.33","2,795.97","2,773.94","9.36M","0.21%"
"10/06/1989","2,785.52","2,773.56","2,789.89","2,773.56","22.28M","0.43%"
"10/05/1989","2,773.56","2,771.66","2,780.02","2,764.25","19.99M","0.09%"
"10/04/1989","2,771.09","2,754.56","2,776.22","2,752.09","33.39M","0.60%"
"10/03/1989","2,754.56","2,713.72","2,755.70","2,713.72","28.59M","1.50%"
"10/02/1989","2,713.72","2,692.63","2,715.62","2,687.12","16.37M","0.78%"
"09/29/1989","2,692.82","2,694.91","2,710.49","2,684.46","17.85M","-0.08%"
"09/28/1989","2,694.91","2,673.06","2,694.91","2,673.06","19.92M","0.82%"
"09/27/1989","2,673.06","2,663.94","2,673.44","2,652.55","25.98M","0.34%"
"09/26/1989","2,663.94","2,659.19","2,681.99","2,659.19","16.01M","0.18%"
"09/25/1989","2,659.19","2,681.42","2,681.42","2,651.22","12.53M","-0.84%"
"09/22/1989","2,681.61","2,679.52","2,687.12","2,674.39","11.61M","0.05%"
"09/21/1989","2,680.28","2,683.89","2,700.23","2,671.92","14.33M","-0.13%"
"09/20/1989","2,683.89","2,687.31","2,694.34","2,682.18","13.25M","-0.13%"
"09/19/1989","2,687.31","2,687.31","2,700.04","2,686.17","13.63M","-0.01%"
"09/18/1989","2,687.50","2,676.29","2,688.83","2,670.97","13.58M","0.48%"
"09/15/1989","2,674.58","2,664.70","2,681.42","2,654.07","36.73M","0.36%"
"09/14/1989","2,664.89","2,679.52","2,679.71","2,655.97","16.98M","-0.55%"
"09/13/1989","2,679.52","2,707.07","2,715.62","2,679.52","20.37M","-1.02%"
"09/12/1989","2,707.26","2,704.41","2,718.66","2,700.61","16.05M","0.11%"
"09/11/1989","2,704.41","2,709.54","2,709.54","2,684.27","17.05M","-0.19%"
"09/08/1989","2,709.54","2,707.07","2,717.71","2,684.65","20.53M","0.10%"
"09/07/1989","2,706.88","2,719.79","2,728.91","2,705.74","21.04M","-0.47%"
"09/06/1989","2,719.79","2,744.68","2,745.06","2,704.60","22.99M","-0.91%"
"09/05/1989","2,744.68","2,752.09","2,760.26","2,740.12","18.32M","-0.27%"
"09/01/1989","2,752.09","2,737.27","2,758.17","2,732.71","16.86M","0.54%"
"08/31/1989","2,737.27","2,728.15","2,737.27","2,723.59","17.13M","0.33%"
"08/30/1989","2,728.15","2,726.63","2,744.49","2,712.39","20.92M","0.06%"
"08/29/1989","2,726.63","2,743.37","2,747.34","2,714.67","21.43M","-0.61%"
"08/28/1989","2,743.36","2,729.70","2,743.36","2,719.27","19.24M","0.40%"
"08/25/1989","2,732.36","2,734.64","2,748.10","2,727.24","19.06M","-0.08%"
"08/24/1989","2,734.64","2,678.11","2,735.58","2,677.35","28.86M","2.11%"
"08/23/1989","2,678.11","2,650.99","2,679.06","2,650.04","17.10M","1.02%"
"08/22/1989","2,650.99","2,647.00","2,652.12","2,626.52","17.40M","0.15%"
"08/21/1989","2,647.00","2,684.75","2,688.73","2,646.05","16.27M","-1.52%"
"08/18/1989","2,687.97","2,679.25","2,691.77","2,673.18","20.53M","0.31%"
"08/17/1989","2,679.63","2,693.48","2,699.92","2,667.87","16.12M","-0.51%"
"08/16/1989","2,693.29","2,687.59","2,702.01","2,687.59","15.45M","0.21%"
"08/15/1989","2,687.78","2,677.92","2,694.42","2,674.32","16.45M","0.37%"
"08/14/1989","2,677.92","2,683.99","2,694.42","2,665.21","19.20M","-0.23%"
"08/11/1989","2,683.99","2,712.63","2,732.93","2,680.96","27.25M","-1.06%"
"08/10/1989","2,712.63","2,685.32","2,728.00","2,680.58","21.57M","0.99%"
"08/09/1989","2,686.08","2,700.11","2,715.10","2,686.07","24.75M","-0.48%"
"08/08/1989","2,699.17","2,694.99","2,707.70","2,691.01","24.49M","0.16%"
"08/07/1989","2,694.99","2,656.30","2,695.18","2,650.99","22.06M","1.57%"
"08/04/1989","2,653.45","2,661.61","2,669.76","2,640.74","19.22M","-0.31%"
"08/03/1989","2,661.61","2,657.44","2,667.49","2,653.64","19.49M","0.16%"
"08/02/1989","2,657.44","2,642.26","2,659.14","2,635.62","20.96M","0.62%"
"08/01/1989","2,641.12","2,660.66","2,676.97","2,635.62","33.28M","-0.73%"
"07/31/1989","2,660.66","2,635.05","2,660.66","2,630.50","19.13M","0.96%"
"07/28/1989","2,635.24","2,635.43","2,646.24","2,624.62","20.07M","-0.01%"
"07/27/1989","2,635.43","2,613.05","2,636.76","2,613.05","25.43M","0.86%"
"07/26/1989","2,613.05","2,583.08","2,613.05","2,572.65","22.47M","1.16%"
"07/25/1989","2,583.08","2,584.98","2,603.95","2,572.08","21.25M","-0.07%"
"07/24/1989","2,584.98","2,605.27","2,605.27","2,583.46","18.24M","-0.86%"
"07/21/1989","2,607.36","2,574.54","2,607.36","2,566.39","26.89M","1.24%"
"07/20/1989","2,575.49","2,584.41","2,612.67","2,573.41","25.30M","-0.35%"
"07/19/1989","2,584.41","2,544.76","2,584.41","2,544.20","23.27M","1.56%"
"07/18/1989","2,544.76","2,553.49","2,553.49","2,540.78","12.42M","-0.34%"
"07/17/1989","2,553.49","2,554.82","2,561.65","2,543.25","14.01M","-0.05%"
"07/14/1989","2,554.82","2,538.32","2,555.20","2,515.74","22.47M","0.65%"
"07/13/1989","2,538.32","2,532.63","2,545.71","2,525.99","15.76M","0.22%"
"07/12/1989","2,532.63","2,514.61","2,539.64","2,512.71","14.37M","0.72%"
"07/11/1989","2,514.61","2,502.66","2,530.73","2,502.66","16.75M","0.48%"
"07/10/1989","2,502.66","2,487.86","2,504.74","2,487.48","13.51M","0.59%"
"07/07/1989","2,487.86","2,462.44","2,498.67","2,459.22","17.79M","1.03%"
"07/06/1989","2,462.44","2,456.56","2,464.91","2,452.58","12.68M","0.24%"
"07/05/1989","2,456.56","2,452.77","2,463.39","2,436.84","14.48M","0.15%"
"07/03/1989","2,452.77","2,440.06","2,453.72","2,438.73","7.22M","0.52%"
"06/30/1989","2,440.06","2,458.27","2,460.93","2,418.82","21.06M","-0.74%"
"06/29/1989","2,458.27","2,504.74","2,504.74","2,457.32","19.24M","-1.86%"
"06/28/1989","2,504.74","2,526.37","2,526.37","2,491.46","18.42M","-0.86%"
"06/27/1989","2,526.37","2,511.95","2,535.28","2,511.76","20.76M","0.60%"
"06/26/1989","2,511.38","2,530.54","2,530.73","2,510.43","17.16M","-0.81%"
"06/23/1989","2,531.87","2,481.98","2,531.87","2,481.98","28.22M","2.00%"
"06/22/1989","2,482.17","2,464.91","2,482.17","2,463.01","18.23M","0.70%"
"06/21/1989","2,464.91","2,472.88","2,482.17","2,456.56","17.59M","-0.32%"
"06/20/1989","2,472.88","2,479.51","2,488.62","2,470.03","14.52M","-0.28%"
"06/19/1989","2,479.89","2,484.64","2,487.29","2,474.39","15.29M","-0.26%"
"06/16/1989","2,486.38","2,474.81","2,490.11","2,468.84","37.94M","0.46%"
"06/15/1989","2,475.00","2,503.36","2,503.36","2,465.86","20.68M","-1.13%"
"06/14/1989","2,503.36","2,503.54","2,513.25","2,495.52","16.39M","-0.01%"
"06/13/1989","2,503.54","2,518.47","2,518.47","2,492.35","19.81M","-0.61%"
"06/12/1989","2,518.84","2,505.78","2,519.03","2,488.81","16.34M","0.22%"
"06/09/1989","2,513.42","2,516.91","2,523.53","2,504.60","20.31M","-0.14%"
"06/08/1989","2,516.91","2,511.95","2,520.59","2,508.46","25.43M","0.18%"
"06/07/1989","2,512.32","2,496.32","2,514.15","2,496.32","20.97M","0.64%"
"06/06/1989","2,496.32","2,480.70","2,501.84","2,475.92","21.52M","0.63%"
"06/05/1989","2,480.70","2,517.46","2,518.38","2,480.33","18.81M","-1.47%"
"06/02/1989","2,517.83","2,490.63","2,518.20","2,490.63","47.86M","1.09%"
"06/01/1989","2,490.63","2,479.78","2,496.88","2,477.02","60.82M","0.42%"
"05/31/1989","2,480.15","2,475.18","2,489.52","2,470.96","17.99M","0.19%"
"05/30/1989","2,475.55","2,503.49","2,510.66","2,464.15","19.04M","-0.73%"
"05/26/1989","2,493.77","2,482.77","2,494.68","2,480.76","18.50M","0.45%"
"05/25/1989","2,482.59","2,483.69","2,489.00","2,476.91","17.15M","-0.05%"
"05/24/1989","2,483.87","2,478.01","2,484.42","2,468.84","21.64M","0.24%"
"05/23/1989","2,478.01","2,502.02","2,502.02","2,475.26","23.40M","-0.96%"
"05/22/1989","2,502.02","2,503.30","2,515.40","2,487.90","23.52M","0.04%"
"05/19/1989","2,501.10","2,470.12","2,501.10","2,470.12","48.36M","1.25%"
"05/18/1989","2,470.12","2,462.43","2,473.42","2,456.20","20.86M","0.31%"
"05/17/1989","2,462.43","2,453.45","2,471.59","2,446.85","22.23M","0.37%"
"05/16/1989","2,453.45","2,463.89","2,463.89","2,448.68","20.17M","-0.42%"
"05/15/1989","2,463.89","2,439.52","2,463.89","2,439.52","22.78M","0.99%"
"05/12/1989","2,439.70","2,382.88","2,439.70","2,382.88","28.69M","2.38%"
"05/11/1989","2,382.88","2,374.45","2,385.26","2,373.35","15.82M","0.36%"
"05/10/1989","2,374.45","2,371.33","2,379.58","2,368.59","15.98M","0.13%"
"05/09/1989","2,371.33","2,376.47","2,385.81","2,359.97","15.94M","-0.22%"
"05/08/1989","2,376.47","2,381.78","2,381.78","2,362.90","17.29M","-0.23%"
"05/05/1989","2,381.96","2,384.90","2,410.19","2,375.55","18.10M","-0.12%"
"05/04/1989","2,384.90","2,394.24","2,394.24","2,379.77","14.68M","-0.37%"
"05/03/1989","2,393.70","2,404.33","2,405.24","2,390.58","16.06M","-0.38%"
"05/02/1989","2,402.86","2,415.14","2,426.69","2,402.86","29.03M","-0.50%"
"05/01/1989","2,414.96","2,418.44","2,418.44","2,397.36","14.11M","-0.16%"
"04/28/1989","2,418.80","2,418.80","2,423.39","2,409.09","17.41M","-0.01%"
"04/27/1989","2,418.99","2,389.11","2,425.95","2,389.11","25.78M","1.25%"
"04/26/1989","2,389.11","2,386.73","2,394.98","2,380.87","17.05M","0.09%"
"04/25/1989","2,386.91","2,402.68","2,413.67","2,386.73","21.85M","-0.66%"
"04/24/1989","2,402.68","2,407.99","2,407.99","2,392.96","18.55M","-0.28%"
"04/21/1989","2,409.46","2,377.38","2,409.46","2,377.38","27.21M","1.35%"
"04/20/1989","2,377.38","2,386.91","2,394.06","2,361.99","21.41M","-0.40%"
"04/19/1989","2,386.91","2,379.40","2,394.61","2,373.17","21.70M","0.32%"
"04/18/1989","2,379.40","2,337.79","2,382.15","2,337.61","25.24M","1.78%"
"04/17/1989","2,337.79","2,337.06","2,343.48","2,330.83","13.76M","0.03%"
"04/14/1989","2,337.06","2,296.00","2,337.24","2,296.00","20.69M","1.79%"
"04/13/1989","2,296.00","2,319.65","2,319.65","2,293.26","14.69M","-1.02%"
"04/12/1989","2,319.65","2,311.58","2,323.86","2,311.40","18.39M","0.35%"
"04/11/1989","2,311.58","2,301.87","2,315.80","2,299.85","15.16M","0.42%"
"04/10/1989","2,301.87","2,304.99","2,310.85","2,299.30","12.94M","-0.13%"
"04/07/1989","2,304.80","2,291.97","2,308.83","2,285.56","15.40M","0.56%"
"04/06/1989","2,291.97","2,304.99","2,304.99","2,288.86","14.12M","-0.56%"
"04/05/1989","2,304.80","2,298.20","2,305.90","2,294.35","15.96M","0.29%"
"04/04/1989","2,298.20","2,304.80","2,305.90","2,292.71","15.71M","-0.29%"
"04/03/1989","2,304.80","2,296.19","2,312.32","2,290.69","16.24M","0.49%"
"03/31/1989","2,293.62","2,281.34","2,296.19","2,281.34","15.98M","0.54%"
"03/30/1989","2,281.34","2,281.52","2,292.52","2,272.36","17.80M","-0.01%"
"03/29/1989","2,281.52","2,274.19","2,283.17","2,269.98","14.52M","0.26%"
"03/28/1989","2,275.54","2,258.39","2,279.46","2,258.39","17.32M","0.78%"
"03/27/1989","2,257.86","2,242.68","2,258.39","2,238.04","12.49M","0.66%"
"03/23/1989","2,243.04","2,263.21","2,270.71","2,240.00","20.52M","-0.89%"
"03/22/1989","2,263.21","2,266.61","2,270.18","2,255.36","15.22M","-0.13%"
"03/21/1989","2,266.25","2,262.50","2,283.04","2,262.32","15.38M","0.17%"
"03/20/1989","2,262.50","2,292.14","2,292.14","2,253.04","19.60M","-1.29%"
"03/17/1989","2,292.14","2,340.89","2,340.89","2,273.93","39.41M","-2.08%"
"03/16/1989","2,340.71","2,320.54","2,347.14","2,320.18","25.19M","0.87%"
"03/15/1989","2,320.54","2,306.25","2,321.61","2,306.25","21.00M","0.62%"
"03/14/1989","2,306.25","2,306.25","2,315.36","2,302.32","14.75M","0.00%"
"03/13/1989","2,306.25","2,282.14","2,315.00","2,282.14","17.88M","1.06%"
"03/10/1989","2,282.14","2,291.43","2,291.43","2,270.18","17.43M","-0.41%"
"03/09/1989","2,291.43","2,295.54","2,297.32","2,290.36","16.71M","-0.18%"
"03/08/1989","2,295.54","2,290.71","2,311.07","2,287.68","17.51M","0.21%"
"03/07/1989","2,290.71","2,295.00","2,302.32","2,285.54","18.09M","-0.18%"
"03/06/1989","2,294.82","2,274.11","2,296.25","2,274.11","16.52M","0.90%"
"03/03/1989","2,274.29","2,265.71","2,276.25","2,260.00","16.63M","0.38%"
"03/02/1989","2,265.71","2,243.04","2,271.79","2,243.04","17.66M","1.01%"
"03/01/1989","2,243.04","2,258.39","2,272.14","2,237.32","20.02M","-0.68%"
"02/28/1989","2,258.39","2,250.00","2,263.75","2,249.46","15.86M","0.36%"
"02/27/1989","2,250.36","2,245.54","2,253.39","2,238.21","15.53M","0.21%"
"02/24/1989","2,245.54","2,289.46","2,290.54","2,245.36","18.65M","-1.92%"
"02/23/1989","2,289.46","2,284.29","2,289.46","2,272.50","16.70M","0.24%"
"02/22/1989","2,283.93","2,326.43","2,326.43","2,283.04","20.02M","-1.83%"
"02/21/1989","2,326.43","2,324.82","2,331.96","2,317.14","15.48M","0.07%"
"02/17/1989","2,324.82","2,311.43","2,332.50","2,308.75","21.00M","0.58%"
"02/16/1989","2,311.43","2,303.93","2,315.89","2,303.75","18.93M","0.33%"
"02/15/1989","2,303.93","2,281.07","2,306.43","2,278.04","19.63M","0.99%"
"02/14/1989","2,281.25","2,282.50","2,300.36","2,279.82","21.65M","-0.05%"
"02/13/1989","2,282.50","2,286.61","2,290.71","2,272.32","16.38M","-0.16%"
"02/10/1989","2,286.07","2,323.04","2,323.04","2,285.71","19.82M","-1.59%"
"02/09/1989","2,323.04","2,343.75","2,343.93","2,313.39","32.77M","-0.86%"
"02/08/1989","2,343.21","2,346.96","2,360.36","2,339.82","21.97M","-0.17%"
"02/07/1989","2,347.14","2,321.07","2,359.46","2,316.79","34.07M","1.12%"
"02/06/1989","2,321.07","2,327.50","2,333.75","2,314.46","15.61M","-0.44%"
"02/03/1989","2,331.25","2,333.75","2,344.11","2,327.68","17.26M","-0.11%"
"02/02/1989","2,333.75","2,338.21","2,345.18","2,326.96","18.29M","-0.19%"
"02/01/1989","2,338.21","2,344.82","2,350.18","2,331.07","34.96M","-0.18%"
"01/31/1989","2,342.32","2,324.11","2,342.32","2,308.93","28.06M","0.78%"
"01/30/1989","2,324.11","2,324.46","2,328.04","2,314.64","26.99M","0.05%"
"01/27/1989","2,322.86","2,291.07","2,344.82","2,291.07","40.88M","1.39%"
"01/26/1989","2,291.07","2,265.89","2,300.00","2,258.21","28.49M","1.11%"
"01/25/1989","2,265.89","2,255.71","2,265.89","2,251.96","25.69M","0.42%"
"01/24/1989","2,256.43","2,218.39","2,256.43","2,218.39","23.61M","1.71%"
"01/23/1989","2,218.39","2,235.36","2,248.57","2,218.39","18.57M","-0.76%"
"01/20/1989","2,235.36","2,239.11","2,243.04","2,228.39","21.66M","-0.17%"
"01/19/1989","2,239.11","2,238.75","2,249.46","2,233.57","20.76M","0.02%"
"01/18/1989","2,238.75","2,214.64","2,240.18","2,205.89","22.65M","1.09%"
"01/17/1989","2,214.64","2,224.64","2,224.64","2,209.29","15.81M","-0.45%"
"01/16/1989","2,224.64","2,226.07","2,231.79","2,222.50","11.02M","-0.06%"
"01/13/1989","2,226.07","2,222.32","2,229.11","2,213.93","14.45M","0.17%"
"01/12/1989","2,222.32","2,206.43","2,233.93","2,205.89","21.44M","0.72%"
"01/11/1989","2,206.43","2,193.21","2,207.32","2,191.43","14.79M","0.60%"
"01/10/1989","2,193.21","2,199.46","2,206.61","2,186.79","14.69M","-0.28%"
